x1,x2,y
0.7055817073910036,2.682204074705748,0
0.17220813078825714,1.7544498218980726,0
1.355295455185304,1.8466835349618411,0
0.37888892022307713,-0.7081346058929017,1
0.513580723340156,-1.5460847811547178,1
0.13008936894687229,2.937783222122021,0
-0.5316804838731459,1.670025166431915,0
3.7420336872512796,-0.10333043064422243,1
-1.1830943620064631,2.403315082776245,0
0.9882249165617528,1.814972048538686,0
-0.29731098780146026,1.0817601637277805,0
2.4419223371919294,-0.3859528249226537,1
-0.40698790976296584,2.619645814283552,0
1.1749307118767804,2.709789935333778,0
1.3937275399281142,-0.6127209054832266,1
-0.13371962931017556,2.4294156883236013,0
0.6641730462034385,-0.9225422925612091,1
2.1195354078637223,0.38710040462659057,1
1.3604934092539422,-0.1984432785916097,1
0.6029868679378161,-0.2741975867839763,1
1.3685094078132045,-0.8191497026891189,1
-0.4216188880160594,-0.6281542455770686,1
1.7856449250622366,2.7468220087709394,0
-0.1362296499449417,2.473369065430014,0
1.8615958045459038,-0.9669925415801343,1
0.45621362140018734,-0.6618956333200685,1
0.5628814266469957,2.116152093489302,0
1.8450606999142134,-0.024929704020519194,1
0.38510580919864834,2.3069945943378123,0
0.20791726195032403,-0.8703903105733137,1
1.8864592773830202,-0.8958825833668261,1
1.444040747228907,-0.7662672699529639,1
0.7174816018692778,2.185169779604948,0
3.837859284495817,0.30129705549724983,1
1.5006837365148997,-0.439828089227287,1
0.7136784583112427,2.2165286395931654,0
1.2022733285237455,-0.6704244469641635,1
0.47081391723528976,-1.3936848936845627,1
0.24282843569590695,1.6955972997300117,0
2.1466847367602218,-0.1078323875344166,1
1.4185264268388318,2.5440044910639843,0
0.9360649537734023,1.4446819400399944,0
3.4078935252378812,0.30199011648378216,1
0.1827556266911179,2.0659295474969555,0
1.1758253580739442,-1.5458260384595512,1
2.771792095853247,0.002116458191896875,1
0.6801604759954274,2.827487827342968,0
1.2219557768310585,3.1823327196904043,0
-0.10800369048987268,3.2760503711685183,0
2.0330345309045064,-0.5073726711416884,1
3.764644857275202,0.03322918637451111,1
2.78847574233642,-0.012383971383532977,1
2.5888208524036975,-0.22393363632929697,1
2.757560405327956,-0.2459852996178975,1
0.019499741484765076,1.3934395646293494,0
1.355910866016599,-0.2875321680658848,1
0.4665773218888286,1.5393927156066156,0
1.7422473102878766,-0.8722171768347465,1
4.680427495985319,-0.2640286005710095,1
1.589611762719775,-0.7417514378033927,1
0.46001980001949555,0.8869701318051428,0
2.4338276427712464,-0.8811349531458819,1
2.947274580977575,0.05817183023706507,1
1.2814445375846857,0.904141665965933,0
2.2131630891989973,-0.7118090372113695,1
3.2772834711424044,0.61111106322269,1
1.898157590315059,-0.018485443124372503,1
2.3962441381961055,-0.46765876369914017,1
0.8050280788142233,-1.229006530449561,1
1.3133694386803512,-0.30860636290663696,1
0.08889186842712449,1.9461700865795284,0
0.12848133201265477,-1.917749857817572,1
3.4827686552635955,-0.32222923711668416,1
2.438718307058436,3.2775525356470223,0
3.8481650597661563,0.18450976287539422,1
-0.2122755657781345,1.4624051200247237,0
-0.6984107243681825,2.2364371246131345,0
0.870720191541306,-0.13143062852536708,1
-0.020730429870864264,0.7328256576284019,0
2.539567774325653,-0.29945927937964445,1
0.1400524704948779,0.8410451494246877,0
1.635517788175243,2.5133479307835707,0
1.7063955657975478,-0.08566278711875275,1
1.8650062499634545,-0.3615072748807968,1
1.4320830378374645,1.1200593522407294,0
2.0757649445799644,2.176416115486793,0
1.48967719339027,-0.9282127220211875,1
0.6136519375702857,0.5846184431981296,0
0.4061090941878669,1.4702758787084258,0
2.25315635301895,1.3129509967681308,0
0.3346289412354334,2.2066655602385894,0
2.1503303784325296,0.3060249179843666,1
1.3750378955087408,1.752345052363733,0
1.8657739816497338,-0.7695383194410169,1
0.3550797639110903,2.426634334120224,0
3.346102971000697,-0.2408243417146092,1
0.8475027477987666,2.337873164038834,0
0.4734441179433013,1.9791282790534592,0
0.602688513357909,3.220375052154755,0
2.3766366523612614,3.4012747980150744,0
3.9998255667753657,-0.1775100615463463,1
1.3439460966190442,2.114899976760956,0
1.060639992608753,-0.6670607928306027,1
1.2982218623398585,1.9142445478614256,0
0.6305006888571085,2.6883034315503678,0
2.309514001038801,2.1359494954482345,0
1.045395879192684,1.6108015240021223,0
2.187358312632549,-1.1512359206137246,1
2.3592608326909277,-0.3355434287626665,1
2.316467572936038,-0.5924189777005745,1
0.2652241327016105,2.514047795248801,0
1.402340887215451,2.216507815665877,0
-0.5336688587243249,2.7505895384947445,0
2.2673442976621256,-0.3081180998960398,1
1.401561179275974,-0.21368659173166582,1
-0.5816476588643996,2.2661915572992197,0
1.3061968454981647,2.838381984868108,0
2.7870732590957976,0.11570534096717444,1
0.883954527859582,-0.8645060683706315,1
-0.9758913394682283,1.5992423879307638,0
0.49700281852068706,2.029276492283252,0
2.0213298191330944,1.378025318253814,0
1.076091877548421,2.139022711513433,0
2.3619667307709076,-0.6125368980489236,1
1.4389831937284536,-0.799532408007916,1
-0.6162169983141441,0.16840816990656995,0
1.8699391076410805,-1.1834132634580117,1
1.5529274127998656,-0.9165550043008901,1
1.9028328043168556,-0.6550630856709351,1
-0.0075205445164734375,3.5134906622935635,0
1.3416257363533959,-0.5782444780856941,1
2.195506446215412,2.4870787185232848,0
3.9797437230723647,-0.004084750295898276,1
-0.6432498398990398,2.2659704830459177,0
-0.6050013953871413,1.2056913379324465,0
0.867886995552638,1.3138329354066656,0
